,title,category
0,송영길  2차 추경  맞춤형 지원 재난지원금 신용카드 캐시백 3종 ,Politics
1,민주 송영길 첫 국회 연설  국민의 시간  강조 추경 청년 부동산 강조,Politics
2,송영길  2차 추경으로 소상공인 피해 보상 전국민 재난지원금 추진 ,Politics
3,7 9월 신용카드 사용액 많으면 캐시백,Politics
4,8월 16일  빨간 날  될 듯     대체공휴일 확대법 신속히 처리 ,Politics
5,사라진 빨간 날 진짜 돌아오나 3일  4일  올해 며칠 더 쉴까,Politics
6,   대체공휴일법 6월 처리 광복절부터 시행 ,Politics
7, 영상  사라진  빨간 날  돌아올까,Politics
8,김근식   MZ 글씨  공감 못하고  배 아파 시비  민경욱  내 배가 왜 아파 ,Politics
9, 대통령 된 줄  이준석 방명록 저격한 민경욱,Politics
10,김근식  이준석 인기 배 아프냐  꼰대 심보  민경욱  문장 허술 ,Politics
11,민경욱  이준석 문장 어딘가 모자라  vs 김근식  MZ세대 공감못하는 꼰대 ,Politics
12,송영길  국민을 위한 검찰개혁 추진   지방검사장직 외부 개방 ,Politics
13,교섭단체 연설서 송영길  검찰청 수사 인력 조정해야 ,Politics
14,송영길  검찰개혁 뿌리내리도록 최선 지방검사장 외부 개방 ,Politics
15,송영길  검찰개혁 추진      옴부즈맨 제도  도입할 것 ,Politics
16,윤석열 측  6월말 정치참여 선언 검토 ,Politics
17,윤석열  6월말  정치 개시  선언할 듯  이준석 시간표와 상충 안해 ,Politics
18,송영길  재생에너지로 탄소중립 어려워   원전  에너지 믹스  불가피    원전  전환 시사,Politics
19, 현장영상  송영길   누구나집  통해 거짓말 같은 일 현실로 나타날 것 ,Politics
20,이준석 안철수 내일 회동 신설합당 등 암초에 벌써 신경전 종합 ,Politics
21,이태규  정권교체 버스 꼭 2번만 있는 건 아냐 ,Politics
22,김정은  노동당 전원회의 주재  국제정세 대응  논의 예정,Politics
23,김정은  당 전원회의 주재    국제 정세 대응방향  예고,Politics
24,송영길  부동산 내로남불 반성 친문도 직격  당심 민심 괴리 ,Politics
25,여야정 상설협의체 재가동되나   송영길  새로운 변화의 시작 ,Politics
26,백신 임상 3상 발표 앞둔   큐어백  한국  협력 여지 많아 ,Politics
27,문대통령  큐어백 CEO에  아시아 생산거점을 한국으로  종합 ,Politics
28,이재명  이준석 수술실 CCTV 입장에  블랙박스 있다고 소극운전하나 ,Politics
29,수술실 CCTV 설치법 놓고 이재명 이준석 공방,Politics
30,스페인 국왕  마드리드 왕궁에서  대통령 환영,Politics
31,문 대통령  한국 스페인  미래 공동과제 협력 기대 ,Politics
32,송영길  오늘 국회 대표연설 부동산 등 미래비전 제시,Politics
33,송영길  내일 교섭단체 연설서  중수청 설치  언급 않는다,Politics
34, 김총리  새 거리두기 방안  방역 일상에 큰 변화 될 것  현장연결 ,Politics
35,김 총리  새 거리두기 방안  방역 일상에 큰 변화 될 것 ,Politics
36,윤석열 측    생각 가장 잘 드러난 것은   취임사 ,Politics
37,윤석열 측  6말 7초 정치 선언 김종인  함께하리라 믿는다 ,Politics
38,현충원 참배 마친 이준석  봉하마을   전 대통령도 찾아뵙겠다 ,Politics
39,이준석  서울현충원 참배    전 대통령 봉하마을도 찾아뵙겠다 ,Politics
40, 서해수호 생존 장병들은 아직도 고통 속에 산다   여의도 브리핑 ,Politics
41, 이준석 대표는  입법 바리케이트 를 철거하라   여의도 브리핑 ,Politics
42, 안전 때문에 눈물짓는 국민 없게 만든다더니   여의도 브리핑 ,Politics
43, 부동산 투기 전수조사 피하는    두려운가    여의도 브리핑 ,Politics
44,  대사  후쿠시마 원전 오염수  과학 문제로 취급해야 ,Economic
45,허창수 전경련 회장  한일관계 악화로 양국 경제 피해 커 ,Economic
46,허창수 전경련 회장  한일관계  갈등 벗어나 미래 향해 나아가야 ,Economic
47,기업인     입국제한 힘들다  호소에  대사  왕래 재개 위해 노력할 것 ,Economic
48,이재명  권투 씨름 체급 따라 승부 겨뤄    교섭권보장법 발의 환영 ,Economic
49,이재명  중기협동조합 교섭권 보장법 제값받기 위한 실질적 공정 ,Economic
50,대기업과 거래 시 중기협동조합  공동행위  허용 추진,Economic
51,원자재값 올라도 아무말 못하는      제값받기  절실 ,Economic
52,현대로템  2021 부산국제철도기술산업전 참가 수소전기트램 소개,Economic
53,현대로템  부산국제철도기술산업전서 수소기술 선보인다,Economic
54,부산교통공사  2021 부산국제철도기술산업전 참가,Economic
55,현대로템  수소산업 방향성 제시   2021 부산국제철도기술산업전 참가,Economic
56,존림 삼성바이오 대표  바이오 디지털 2021  개회사 진행,Economic
57, 새로운 10년  선언한 삼성바이오로직스 최고 친환경 기업 목표 ESG리포트 ,Economic
58,이마트24  배달서비스 자체 앱 네이버 주문까지 확대,Economic
59,이마트24  배달서비스 확대 자체 앱 네이버 주문도 가능,Economic
60,최대 70  할인   온라인 매장  대한민국 동행세일  24일 시작,Economic
61, 2021 대한민국 동행세일  6월 24일부터 7월 11일까지,Economic
62,거래소 3위 코인빗  8개 코인 한밤 상폐   가격 90  폭락,Economic
63,업비트의 상장폐지 선택은 틀렸다 ,Economic
64,한국노총  영세업체 주52시간 유예  재계 요구 비판    억지 넘어 생떼 ,Economic
65,주 52시간제 확대 노동자 기업 상생 방안은 ,Economic
66,빅4  신입회계사 950명 채용  확대  중견 중소 다시  인력난 ,Economic
67,김영식 공인회계사회장  회계개혁 피로호소 불구 정도감사 원칙 ,Economic
68,삼성 LG전자  CES2022 오프라인 전시회 참가 확정,Economic
69,삼성 LG  내년 CES는  정상  출격 오프라인 참가 확정,Economic
70,뉴욕증시  FOMC 앞두고 하락 나스닥 0 71   마감,Economic
71,인플레 우려 속 FOMC 스타트 나스닥 0 7   뉴욕증시 ,Economic
72, 배틀그라운드  제작사 크래프톤 상장 본격화 역대 최대 규모,Economic
73, 역대 IPO 최대어  크래프톤    최대 55 7만 원으로 다음달 14일 청약 시그널 ,Economic
74, 투자의 창 성장주 vs 가치주 이분법을 넘어서라,Economic
75, 투자의 창  한국 이커머스 시장을 주목하는 이유,Economic
76, 투자의 창  원금보장에만 묶여있는 퇴직연금 200조,Economic
77, 투자의 창   기업 86   깜짝 실적 ,Economic
78, 8인 모임  허용했더니 확진 살짝 늘어도 소비 지역경제 활력,Social
79,거리두기 개편안 시범적용 지자체 유행상황 안정적 관리 중,Social
80,새로운 거리두기 내달 시행  시범적용해보니 유행 안정적 관리 ,Social
81,개편안 시범적용  10만명당 확진 경북 0 15 0 2명 전남 0 3 0 34명,Social
82,자동차세 이달말까지 꼭 납부하세요,Social
83,부산시  6월 자동차세 1037억 원 고지,Social
84,함안군   6월은 정기분 자동차세 납부의 달 ,Social
85,경기도  1기분 자동차세 3896억 부과 전년  2 23  ,Social
86, 이슬람 테러단체 지원  이주노동자 항소심도 징역 1년 6개월,Social
87, 이슬람 테러단체에 지원금  외국인 노동자 2심도 실형,Social
88, 이슬람 테러 단체에 지원금  외국인 노동자 2심도 실형,Social
89, 자폭 테러  단체에 돈 보낸 외국인 2심서도 징역형,Social
90,주택공급 힘싣는   첫 조직개편,Social
91,서울시 조직개편안 의회 통과 오세훈 정책  본격 드라이브 ,Social
92,민주주의위  노동민생 지웠다 오세훈표 조직개편안 시의회 통과,Social
93,오세훈표 조직개편안  서울시의회 통과 민주주의위원회 폐지,Social
94,사업용차량 교통사고 사망자 연평균 9 4 감소,Social
95,지난해 서울 교통사고 사망자 12  감소 이륜차 사고는 증가,Social
96,법원   정부  한국 내 재산 상태 명시한 목록 제출해야 ,Social
97,     상대 강제집행 적법    국내 재산목록 공개해야 ,Social
98,변이 확산 중인데  영국 인도 백신 접종자  한국 오면 격리면제 방침,Social
99,영국 변이보다 60  강한 전염성   각국  델타 변이  초비상,Social
100, 남부 제주 중심 비 목요일까지 전국 흐림 날씨 ,Social
101, 전국 대체로 흐려 남부지방엔 비 내일날씨 ,Social
102,대법   자연스러운 신체접촉 이라던 군 판결 뒤집어,Social
103, 추억 쌓자  여군 추행한 소령  군사법원  무죄  대법원은  추행 ,Social
104,직계약 화이자 백신 65만회분 도착 총 570만회분,Social
105,화이자 백신 65만 회분 새벽 인천공항 도착 570만회분 도입 완료,Social
106,경찰  택배노조 집회 참가자 사법처리 코로나 확산 위험 경고했다 ,Social
107, 택배노조 1박2일 여의도 집회  과로사 대책 세워라  이 시각 ,Social
108,아들 훈육하던 경찰 간부  버릇 없어  얼굴에 주먹 날려 입건,Social
109, 버릇 없다  아들 훈육하다 주먹 날린 삼산경찰서 간부,Social
110,이례적인 김용익 이사장의 단식    정치쇼  노노갈등 출구 전략 ,Social
111, 파국 막기 위해  김용익 건보공단 이사장이 단식 나선 이유,Social
112,코로나19 신규확진 545명 나흘 만에 500명 대,Social
113,신규 확진 545명  나흘만에 500명대 1차 접종률 25 7  종합 ,Social
114,문화재 밀반출 무더기 적발 한국사 연구원도  몰랐다 ,Social
115,도자기 고문서 등 문화재 92점  해외 빼돌리려던 11명 붙잡아,Social
116,친구 오피스텔 감금 살인 혐의 20대 2명 구속,Social
117,20대 남성 오피스텔서 나체로 발견  친구 2명 살인 혐의 구속,Social
118, 취재파일  3년 만에 지리산에 온 반달곰 KM53은 짝을 만날까 ,Social
119, 취재파일  총 든 미스미얀마  희생 헛되게 않으려 투쟁 ,Social
120, 취재파일   조국의 시간 에 없는 것들,Social
121, 취재파일  한국이 IOC에 농락당하는 이유,Social
122,한국의  열린관광지   UNWTO  포용적 관광 우수사례  선정,Culture
123, 열린관광지  사업  세계관광기구  포용적 관광지  우수사례로,Culture
124,여름 여행은 안전한 부산에서 안심관광지 10선 선정,Culture
125,한국의 열린 관광지  세계관광기구  포용적 관광지  우수사례 선정,Culture
126,K9의 변화는 파격 대신  젊은 웅장함  레알시승기 ,Culture
127, 전방 예측해 변속 서스페션 조절  기아  첨단 세단으로 거듭난  K9  출시,Culture
128,기아  플래그십 세단  더 뉴 K9  출시 5천694만원부터,Culture
129, 세계 최초 첨단기능 장착  확 바뀐 K9  제네시스 견줄만해 ,Culture
130, 유려한 곡선의 세련미 편안한 승차감 넓은 해치도어로 실용성까지  팔방미인  원호연의 시승기   더 뉴 아우디 A5 40 TFSI 콰트로 ,Culture
131,아우디  고성능 준준형 세단   더 뉴 아우디 S4 TFSI  선보여,Culture
132, 제주 등 곳곳 비 더 온다 동쪽  선선  서쪽  더위  날씨 ,Culture
133,서쪽 다시 더워져 동쪽 비 내리며 선선,Culture
134, 이충걸의 필동멘션  그때 얼굴에 스친 그 표정은 무슨 의미였을까,Culture
135, 이충걸의 필동멘션  인간도 동물처럼 울타리 쳐진 세상에 사는 건 아닐까,Culture
136, 이충걸의 필동멘션  비밀의 화원은 어쩌면 과거의 향수에 갇힌 직무 유기의 공간인지 모른다,Culture
137, 이충걸의 필동멘션  명성에는 타인의 삶을 향상 시켜줄 책무가 따른다,Culture
138,언더그라운드   무라카미 하루키  이규탁의 내 인생의 책   ,Culture
139,리멤버 홍콩   전명윤  이규탁의 내 인생의 책   ,Culture
140,트로피칼 트루스   카에타노 벨로주  이규탁의 내 인생의 책   ,Culture
141,칼의 노래   김훈  황희의 내 인생의 책   ,Culture
142,대 중국 공동전선 성과 낸 바이든 해외순방 마지막 일전은 푸틴,World
143,바이든  미 러 정상회담 열릴 스위스 제네바 도착,World
144, 바이든 푸틴 첫 회담  최대 5시간 진행  이 시각 세계 ,World
145, 바이든 푸틴  첫 회담 최소 4시간 진행 ,World
146,EU 수뇌부  백신 여권 도입 최종 서명 내달 1일부터 공식 발급,World
147,EU  백신여권 도입 최종 서명   다음달부터 발급,World
148,EU 백신여권 도입 최종서명 7월 1일부터 공식 발급,World
149,유럽연합  백신여권  도입 최종 서명 내달 1일 시행,World
150,직계약 화이자 백신 65만회분 도착 총 570만회분 도입 아침  지금,World
151, 동아태차관보 지명자  북핵위협 감소 동맹재건에 정책 우선 ,World
152,  동아태차관보 지명자  북핵 위협 감소 위해 외교적 접근 지원 ,World
153, 동아태차관보 지명자   인권탄압 책임져야 대만과 유대강화 ,World
154,주중 러시아 대사  미중 무력충돌 가능성 없다고 확신 ,World
155,미 러 정상회담 앞두고 중 러  한반도 문제 협력 ,World
156,  EU  보잉 에어버스 17년 관세 분쟁 끝낸다,World
157,  EU  17년 끌어온 항공기 보조금 분쟁  휴전  합의,World
158, 국방비 5배  핵탄두 20배   나토 등판에 움츠린 중국,World
159,나토   대 중국 공동전선     비핵화  촉구,World
160,  단속 강화로 비트코인 채굴업체 절반 이상 사라져,World
161,비트코인 채굴업체들 중국에서 빠져나와 텍사스로 몰려간다,World
162, 소수에 부 집중되지 않아야  매켄지 스콧 또 3조 기부,World
163, 부는 공동의 산물  6조원 기부 베이조스 전 부인  3조원 또 내놨다,World
164, 백신의 힘  미국 곳곳 경제 재개 팬데믹 15개월만에 정상화 종합2보 ,World
165,캘리포니아 뉴욕  방역규제 대폭 해제 백신접종에 정상화 성큼 종합 ,World
166,LA 코리아타운에 병원 차린 치과의사  마취 중 환자 9명 성폭행,World
167,6년간 환자 성폭행한  치과의사 73세 여성도 피해,World
168,  스리랑카 대사에 한국계 줄리 정 차관보 대행 지명,World
169,바이든  스리랑카 대사에 한국계 줄리 정 차관보 대행 낙점 종합 ,World
170,월가 전문가 10명중 7명꼴 BOA 설문에  물가 상승 일시적 ,World
171,월가 전문가 10명 중 7명꼴 BOA 설문에  물가 상승 일시적 ,World
172, 차이나인사이트  중국의 굴기는 왜 세계를 불편하게 하나,World
173, 차이나인사이트  디지털 위안화 실험  달러패권 도전 아닌 보조금 지급 용도,World
174, 차이나인사이트  중국의 대북 역할 과대평가돼 북 중 불신 활용해야,World
175, 차이나인사이트  김치가 자신의 문화라 우기는 중국이 노리는 건 ,World
176,애플 팟캐스트 구독서비스 시작 한국선  신사임당  뜬다,IT
177,애플  16년 만에  유료  팟캐스트 구독 서비스 출시,IT
178,애플  팟캐스트 구독 서비스 론칭 월 구독료 550원부터,IT
179,애플  팟캐스트 유료 구독 서비스 출시,IT
180,엔씨소프트   리니지 클래식  사전 예약,IT
181,엔씨소프트   리니지 클래식  사전예약 2000년대 초반 재현,IT
182,엔씨   리니지 클래식  사전예약 시작 3분기 출시,IT
183,추억의  리니지   클래식으로 돌아온다    사전예약 시작,IT
184,알뜰폰 SK세븐모바일   플로  결합 유심 요금제 출시,IT
185,SK세븐모바일   플로 유심  데이터 무제한 요금제 출시,IT
186,공개 앞둔  윈도11  통째 등장  세련된 윈도10 같아 ,IT
187,차세대 윈도 OS 공개 초읽기  윈도11  가능성,IT
188,  소셜미디어 이용률 89  세계 평균의 2배 육박,IT
189,우리나라 소셜미디어 이용률 89  대만 제치고 세계 2위,IT
190, 백신 다크호스  노바백스  대규모 임상시험서 90  효능 입증,IT
191,목에서 튀어나온 또 다른 입  물밖서도 문제 없는 에일리언 물고기,IT
192,남극 펭귄의 반격  천적인 갈매기 둥지 공격,IT
193,2만4000년간 죽지 않은  좀비 가 시베리아에서 나타났다,IT
194, PLAY IT  갤럭시북 경험  키보드에서도 블루투스 키보드  트리오500  써보니,IT
195, PLAY IT   카카오판 클럽하우스  음  체험기  작지만 큰차이 ,IT
196, PLAY IT  홈쇼핑 고객 정착 가능할까  CJ온스타일  이용해보니,IT
197, PLAY IT  크롬 잡겠다는 네이버 웨일  신기능 사용해보니,IT
